transaction_date,unit_price,transaction_qty
1/17/2023,1,3
1/17/2023,2,3
1/17/2023,2,3
1/17/2023,2,3
1/18/2023,2,2
1/18/2023,3,3
1/18/2023,2,2
1/18/2023,2,2
1/18/2023,1,4
1/18/2023,1,2
1/18/2023,1,2
1/18/2023,1,3
1/18/2023,2,3
1/18/2023,1,3
1/18/2023,2,3
1/18/2023,1,3
1/18/2023,1,3
1/18/2023,1,3
1/18/2023,1,2
1/18/2023,1,3
1/18/2023,1,0
1/18/2023,1,4
1/18/2023,2,4
1/18/2023,1,3
1/18/2023,2,3
1/18/2023,1,3
1/18/2023,1,3
1/18/2023,3,2
1/18/2023,2,3
1/18/2023,1,2
1/18/2023,2,4
1/18/2023,2,3
1/18/2023,2,4
1/18/2023,1,3
1/18/2023,1,4
1/18/2023,1,0
1/18/2023,2,4
1/18/2023,2,2
1/18/2023,2,3
1/18/2023,1,2
1/18/2023,1,3
1/18/2023,1,0
1/18/2023,1,3
1/18/2023,2,0
1/18/2023,1,3
1/18/2023,2,3
1/18/2023,2,3
1/18/2023,1,3
1/18/2023,1,2
1/18/2023,1,3
1/18/2023,2,2
1/18/2023,2,3
1/18/2023,2,0
1/18/2023,1,3
1/18/2023,2,0
1/18/2023,1,3
1/18/2023,1,3
1/18/2023,1,3
1/18/2023,1,4
1/18/2023,1,28
1/18/2023,1,2
1/18/2023,1,2
1/18/2023,2,3
1/18/2023,2,3
1/18/2023,1,3
1/18/2023,1,12
1/18/2023,2,2
1/18/2023,1,2
1/18/2023,2,3
1/18/2023,1,3
1/18/2023,2,2
1/18/2023,2,2
1/18/2023,1,2
1/18/2023,2,3
1/18/2023,1,0
1/18/2023,1,2
1/18/2023,2,4
1/18/2023,1,13
1/18/2023,1,3
1/18/2023,1,3
1/18/2023,1,4
1/18/2023,2,0
1/18/2023,1,3
1/18/2023,2,3
1/18/2023,1,2
1/18/2023,1,28
1/18/2023,2,3
1/18/2023,2,0
1/18/2023,1,2
1/18/2023,1,3
1/18/2023,1,4
1/18/2023,2,3
1/18/2023,2,3
1/18/2023,1,0
1/18/2023,1,3
1/18/2023,1,3
1/18/2023,1,2
1/18/2023,2,3
1/18/2023,2,4
1/18/2023,2,3
1/18/2023,2,4
1/18/2023,2,3
1/18/2023,2,3
1/18/2023,2,4
1/18/2023,1,3
1/18/2023,1,3
1/18/2023,2,0
1/18/2023,1,14
1/18/2023,1,2
1/18/2023,2,2
1/18/2023,1,3
1/18/2023,1,0
1/18/2023,2,3
1/18/2023,2,2
1/18/2023,2,3
1/18/2023,2,3
1/18/2023,1,0
1/18/2023,1,2
1/18/2023,1,15
1/18/2023,1,3
1/18/2023,1,3
1/18/2023,1,2
1/18/2023,1,14
1/18/2023,1,2
1/18/2023,2,3
1/18/2023,2,0
1/18/2023,1,2
1/18/2023,1,2
1/18/2023,1,3
1/18/2023,2,3
1/18/2023,1,2
1/18/2023,1,3
1/18/2023,2,4
1/18/2023,1,0
1/18/2023,1,2
1/18/2023,2,4
1/18/2023,1,3
1/18/2023,1,2
1/18/2023,1,3
1/18/2023,1,4
1/18/2023,2,0
1/18/2023,1,2
1/18/2023,1,8
1/18/2023,1,2
1/18/2023,2,2
1/18/2023,1,3
1/18/2023,1,2
1/18/2023,1,4
1/18/2023,2,3
1/18/2023,2,0
1/18/2023,1,3
1/18/2023,1,2
1/18/2023,1,3
1/18/2023,1,2
1/18/2023,2,2
1/18/2023,1,3
1/18/2023,2,3
1/18/2023,1,2
1/18/2023,2,3
1/18/2023,2,3
1/18/2023,2,4
1/18/2023,1,4
1/18/2023,2,2
1/18/2023,1,3
1/18/2023,1,18
1/18/2023,1,2
1/18/2023,1,8
1/18/2023,1,4
1/18/2023,1,3
1/18/2023,1,2
1/18/2023,2,4
1/18/2023,2,3
1/18/2023,1,3
1/18/2023,1,2
1/18/2023,1,3
1/18/2023,1,3
1/18/2023,1,2
1/18/2023,2,2
1/18/2023,2,2
1/18/2023,1,3
1/18/2023,1,2
1/18/2023,1,2
1/18/2023,1,3
1/18/2023,2,3
1/18/2023,2,4
1/18/2023,1,0
1/18/2023,2,2
1/18/2023,1,3
1/18/2023,1,3
1/18/2023,2,2
1/18/2023,1,2
1/18/2023,2,3
1/18/2023,2,3
1/18/2023,1,3
1/18/2023,2,3
1/18/2023,1,3
1/18/2023,2,3
1/18/2023,1,3
1/18/2023,1,3
1/18/2023,1,4
1/18/2023,2,0
1/18/2023,1,3
1/18/2023,1,3
1/18/2023,1,4
1/18/2023,2,0
1/18/2023,2,3
1/18/2023,2,3
1/18/2023,1,3
1/18/2023,3,4
1/18/2023,1,0
1/18/2023,2,2
1/18/2023,1,3
1/18/2023,1,4
1/18/2023,2,2
1/18/2023,1,3
1/18/2023,2,3
1/18/2023,2,0
1/18/2023,1,3
1/18/2023,1,4
1/18/2023,1,2
1/18/2023,2,3
1/18/2023,1,3
1/18/2023,1,2
1/18/2023,1,3
1/18/2023,1,2
1/18/2023,2,4
1/18/2023,2,2
1/18/2023,1,3
1/18/2023,2,3
1/18/2023,2,3
1/18/2023,1,3
1/18/2023,3,4
1/18/2023,2,0
1/18/2023,2,3
1/18/2023,1,0
1/18/2023,1,3
1/18/2023,2,3
1/18/2023,1,3
1/18/2023,1,2
1/18/2023,1,2
1/18/2023,1,8
1/18/2023,1,2
1/18/2023,2,2
1/18/2023,2,3
1/18/2023,1,3
1/18/2023,1,4
1/18/2023,1,0
1/18/2023,2,3
1/18/2023,1,3
1/18/2023,1,3
1/18/2023,1,0
1/18/2023,2,3
1/18/2023,2,0
1/18/2023,1,3
1/18/2023,1,4
1/18/2023,1,3
1/18/2023,1,3
1/18/2023,1,3
1/18/2023,1,2
1/18/2023,1,3
1/18/2023,1,3
1/18/2023,1,4
1/18/2023,1,10
1/18/2023,2,3
1/18/2023,2,3
1/18/2023,1,4
1/18/2023,2,3
1/18/2023,1,2
1/18/2023,2,2
1/18/2023,1,3
1/18/2023,1,3
1/18/2023,1,3
1/18/2023,2,2
1/18/2023,1,3
1/18/2023,1,18
1/18/2023,2,3
1/18/2023,1,4
1/18/2023,1,3
1/18/2023,1,3
1/18/2023,1,2
1/18/2023,1,3
1/18/2023,1,2
1/18/2023,1,4
1/18/2023,2,0
1/18/2023,1,2
1/18/2023,1,4
1/18/2023,1,4
1/18/2023,2,0
1/18/2023,1,3
1/18/2023,1,2
1/18/2023,1,3
1/18/2023,1,0
1/18/2023,1,2
1/18/2023,1,3
1/18/2023,2,3
1/18/2023,1,3
1/18/2023,2,2
1/18/2023,2,4
1/18/2023,1,2
1/18/2023,1,4
1/18/2023,2,0
1/18/2023,2,3
1/18/2023,2,0
1/18/2023,1,3
1/18/2023,2,3
1/18/2023,3,2
1/18/2023,2,4
1/18/2023,1,0
1/18/2023,1,3
1/18/2023,1,2
1/18/2023,1,3
1/18/2023,1,2
1/18/2023,1,3
1/18/2023,2,2
1/18/2023,2,3
1/18/2023,2,2
1/18/2023,1,2
1/18/2023,1,3
1/18/2023,2,2
1/18/2023,1,8
1/18/2023,1,2
1/18/2023,2,2
1/18/2023,1,3
1/18/2023,2,3
1/18/2023,1,3
1/18/2023,1,3
1/18/2023,2,2
1/18/2023,2,2
1/18/2023,1,2
1/18/2023,1,4
1/18/2023,1,2
1/18/2023,1,3
1/18/2023,1,3
1/18/2023,1,3
1/18/2023,2,3
1/18/2023,1,2
1/18/2023,1,2
1/18/2023,1,2
1/18/2023,1,4
1/18/2023,1,0
1/18/2023,1,3
1/18/2023,2,2
1/18/2023,2,3
1/18/2023,1,4
1/18/2023,1,0
1/18/2023,1,8
1/18/2023,1,2
1/18/2023,1,2
1/18/2023,1,3
1/18/2023,2,3
1/18/2023,1,3
1/18/2023,2,3
1/18/2023,1,8
1/18/2023,1,2
1/18/2023,1,3
1/18/2023,1,3
1/18/2023,1,9
1/18/2023,2,3
1/18/2023,2,2
1/18/2023,1,3
1/18/2023,2,3
1/18/2023,1,45
1/18/2023,2,4
1/18/2023,1,3
1/18/2023,1,8
1/18/2023,2,4
1/18/2023,2,3
1/18/2023,2,2
1/18/2023,2,2
1/18/2023,2,3
1/18/2023,2,3
1/18/2023,1,3
1/18/2023,1,3
1/18/2023,3,3
1/18/2023,1,3
1/18/2023,2,3
1/18/2023,2,2
1/18/2023,2,2
1/18/2023,2,2
1/18/2023,2,3
1/18/2023,1,18
1/18/2023,2,2
1/18/2023,1,2
1/18/2023,2,2
1/18/2023,1,3
1/18/2023,1,4
1/18/2023,2,3
1/18/2023,2,3
1/18/2023,1,0
1/18/2023,2,3
1/18/2023,2,2
1/18/2023,1,10
1/18/2023,1,4
1/18/2023,1,2
1/18/2023,2,2
1/18/2023,1,3
1/18/2023,1,3
1/18/2023,2,3
1/18/2023,1,2
1/18/2023,2,3
1/18/2023,1,3
1/18/2023,1,3
1/18/2023,2,3
1/18/2023,1,3
1/18/2023,2,2
1/18/2023,2,4
1/18/2023,2,2
1/18/2023,1,3
1/18/2023,2,0
1/18/2023,2,4
1/18/2023,1,2
1/18/2023,2,3
1/18/2023,1,3
1/18/2023,1,3
1/18/2023,1,2
1/18/2023,1,3
1/18/2023,1,3
1/18/2023,1,2
1/18/2023,1,4
1/18/2023,2,2
1/18/2023,1,3
1/18/2023,2,0
1/18/2023,1,3
1/18/2023,1,2
1/18/2023,1,3
1/18/2023,2,3
1/18/2023,2,2
1/18/2023,2,2
1/18/2023,1,2
1/18/2023,1,3
1/18/2023,2,3
1/18/2023,1,2
1/18/2023,1,3
1/18/2023,1,4
1/18/2023,2,0
1/18/2023,2,3
1/18/2023,2,3
1/18/2023,1,3
1/18/2023,1,3
1/18/2023,2,4
1/18/2023,2,2
1/18/2023,2,3
1/18/2023,2,3
1/18/2023,1,3
1/18/2023,2,4
1/18/2023,1,3
1/18/2023,1,3
1/18/2023,1,15
1/18/2023,1,2
1/18/2023,1,3
1/18/2023,2,3
1/18/2023,1,2
1/18/2023,1,2
1/18/2023,1,2
1/18/2023,2,2
1/18/2023,1,3
1/18/2023,1,3
1/18/2023,1,2
1/18/2023,1,2
1/18/2023,1,13
1/18/2023,2,2
1/18/2023,1,2
1/18/2023,1,3
1/18/2023,1,3
1/18/2023,2,3
1/18/2023,2,2
1/18/2023,2,3
1/18/2023,2,3
1/18/2023,2,0
1/18/2023,1,2
1/18/2023,2,2
1/18/2023,2,2
1/18/2023,2,3
1/18/2023,2,2
1/18/2023,1,3
1/18/2023,2,3
1/18/2023,2,3
1/18/2023,1,4
1/18/2023,1,0
1/18/2023,1,4
1/18/2023,1,2
1/18/2023,2,2
1/18/2023,1,2
1/18/2023,2,4
1/18/2023,2,4
1/18/2023,2,3
1/18/2023,1,2
1/18/2023,1,3
1/18/2023,2,0
1/18/2023,2,4
1/18/2023,1,3
1/18/2023,2,3
1/18/2023,2,2
1/18/2023,1,3
1/18/2023,1,2
1/18/2023,1,2
1/18/2023,1,3
1/18/2023,1,3
1/18/2023,2,3
1/18/2023,1,7
1/18/2023,2,4
1/18/2023,2,0
1/18/2023,1,3
1/18/2023,1,3
1/18/2023,1,3
1/18/2023,2,2
1/18/2023,2,2
1/18/2023,2,3
1/18/2023,1,3
1/18/2023,1,2
1/18/2023,1,2
1/18/2023,2,3
1/18/2023,1,3
1/18/2023,1,2
1/18/2023,1,3
1/18/2023,1,3
1/18/2023,2,3
1/18/2023,2,3
1/18/2023,1,4
1/18/2023,2,2
1/18/2023,2,4
1/18/2023,1,4
1/18/2023,2,3
1/18/2023,1,3
1/18/2023,1,4
1/18/2023,2,3
1/18/2023,1,3
1/18/2023,1,2
1/18/2023,2,3
1/18/2023,1,3
1/18/2023,1,3
1/18/2023,1,4
1/18/2023,1,3
1/18/2023,2,0
1/18/2023,1,2
1/18/2023,2,3
1/18/2023,1,3
1/18/2023,1,3
1/18/2023,2,3
1/18/2023,2,4
1/18/2023,1,3
1/18/2023,2,3
1/18/2023,1,2
1/18/2023,2,3
1/18/2023,1,21
1/18/2023,2,2
1/18/2023,1,3
1/18/2023,1,2
1/18/2023,1,3
1/18/2023,2,0
1/18/2023,2,3
1/18/2023,1,7
1/18/2023,2,2
1/18/2023,1,3
1/18/2023,1,3
1/18/2023,1,3
1/18/2023,1,3
1/18/2023,1,2
1/18/2023,1,3
1/18/2023,1,3
1/18/2023,2,3
1/18/2023,1,3
1/18/2023,2,2
1/18/2023,1,3
1/18/2023,1,3
1/18/2023,2,3
1/18/2023,1,2
1/18/2023,1,2
1/18/2023,2,3
1/18/2023,1,2
1/18/2023,1,2
1/18/2023,1,2
1/18/2023,1,3
1/18/2023,2,2
1/18/2023,1,3
1/18/2023,1,2
1/18/2023,1,2
1/18/2023,1,3
1/18/2023,1,3
1/18/2023,2,2
1/18/2023,2,3
1/18/2023,1,14
1/18/2023,1,3
1/18/2023,1,8
1/18/2023,2,3
1/18/2023,1,3
1/18/2023,2,0
1/18/2023,1,2
1/18/2023,1,3
1/18/2023,1,8
1/18/2023,2,3
1/18/2023,2,2
1/19/2023,2,2
1/19/2023,1,2
1/19/2023,1,3
1/19/2023,2,4
1/19/2023,2,0
1/19/2023,2,3
1/19/2023,2,2
1/19/2023,1,3
1/19/2023,1,3
1/19/2023,2,3
1/19/2023,1,2
1/19/2023,1,3
1/19/2023,1,3
1/19/2023,1,3
1/19/2023,2,2
1/19/2023,2,3
1/19/2023,1,3
1/19/2023,2,3
1/19/2023,2,2
1/19/2023,1,2
1/19/2023,1,10
1/19/2023,1,2
1/19/2023,1,4
1/19/2023,2,2
1/19/2023,1,3
1/19/2023,1,2
1/19/2023,1,3
1/19/2023,1,0
1/19/2023,1,3
1/19/2023,1,2
1/19/2023,2,4
1/19/2023,2,3
1/19/2023,2,3
1/19/2023,1,0
1/19/2023,1,2
1/19/2023,2,3
1/19/2023,2,0
1/19/2023,2,4
1/19/2023,1,3
1/19/2023,1,0
1/19/2023,2,3
1/19/2023,2,2
1/19/2023,1,3
1/19/2023,1,3
1/19/2023,2,3
1/19/2023,1,2
1/19/2023,1,3
1/19/2023,2,3
1/19/2023,1,0
1/19/2023,1,3
1/19/2023,2,0
1/19/2023,1,2
1/19/2023,1,3
1/19/2023,1,2
1/19/2023,2,2
1/19/2023,1,3
1/19/2023,1,3
1/19/2023,1,7
1/19/2023,1,2
1/19/2023,1,3
1/19/2023,1,2
1/19/2023,2,3
1/19/2023,1,4
1/19/2023,2,0
1/19/2023,1,3
1/19/2023,1,3
1/19/2023,2,3
1/19/2023,2,3
1/19/2023,1,0
1/19/2023,1,4
1/19/2023,1,3
1/19/2023,1,2
1/19/2023,2,2
1/19/2023,2,2
1/19/2023,1,2
1/19/2023,1,3
1/19/2023,1,3
1/19/2023,1,0
1/19/2023,2,3
1/19/2023,1,0
1/19/2023,2,2
1/19/2023,2,3
1/19/2023,2,3
1/19/2023,1,28
1/19/2023,2,3
1/19/2023,1,3
1/19/2023,1,3
1/19/2023,2,4
1/19/2023,1,4
1/19/2023,1,4
1/19/2023,1,2
1/19/2023,1,4
1/19/2023,1,45
1/19/2023,1,2
1/19/2023,2,2
1/19/2023,2,3
1/19/2023,1,2
1/19/2023,1,4
1/19/2023,1,3
1/19/2023,2,3
1/19/2023,1,3
1/19/2023,1,3
1/19/2023,1,3
1/19/2023,1,4
1/19/2023,1,0
1/19/2023,1,3
1/19/2023,2,3
1/19/2023,1,3
1/19/2023,2,2
1/19/2023,2,2
1/19/2023,2,3
1/19/2023,1,3
1/19/2023,2,2
1/19/2023,2,3
1/19/2023,1,14
1/19/2023,1,3
1/19/2023,2,2
1/19/2023,1,3
1/19/2023,2,3
1/19/2023,2,2
1/19/2023,1,2
1/19/2023,2,4
1/19/2023,2,4
1/19/2023,1,3
1/19/2023,1,3
1/19/2023,2,3
1/19/2023,1,3
1/19/2023,1,3
1/19/2023,1,3
1/19/2023,1,28
1/19/2023,1,3
1/19/2023,1,4
1/19/2023,2,2
1/19/2023,2,4
1/19/2023,1,14
1/19/2023,2,3
1/19/2023,2,3
1/19/2023,1,3
1/19/2023,2,3
1/19/2023,1,2
1/19/2023,2,3
1/19/2023,1,14
1/19/2023,2,3
1/19/2023,1,13
1/19/2023,2,4
1/19/2023,2,3
1/19/2023,2,3
1/19/2023,2,3
1/19/2023,2,2
1/19/2023,2,4
1/19/2023,1,3
1/19/2023,1,3
1/19/2023,2,0
1/19/2023,2,3
1/19/2023,2,0
1/19/2023,2,2
1/19/2023,2,3
1/19/2023,1,3
1/19/2023,2,3
1/19/2023,2,2
1/19/2023,1,3
1/19/2023,2,4
1/19/2023,2,0
1/19/2023,1,3
1/19/2023,1,4
1/19/2023,1,4
1/19/2023,1,3
1/19/2023,1,3
1/19/2023,1,4
1/19/2023,1,0
1/19/2023,2,2
1/19/2023,1,3
1/19/2023,1,3
1/19/2023,2,4
1/19/2023,1,2
1/19/2023,2,3
1/19/2023,1,3
1/19/2023,1,3
1/19/2023,2,3
1/19/2023,2,3
1/19/2023,1,2
1/19/2023,2,3
1/19/2023,2,3
1/19/2023,2,3
1/19/2023,1,4
1/19/2023,1,2
1/19/2023,1,2
1/19/2023,1,4
1/19/2023,1,3
1/19/2023,1,3
1/19/2023,2,3
1/19/2023,2,2
1/19/2023,1,3
1/19/2023,2,4
1/19/2023,2,3
1/19/2023,1,3
1/19/2023,2,0
1/19/2023,1,3
1/19/2023,1,3
1/19/2023,1,3
1/19/2023,2,3
1/19/2023,2,4
1/19/2023,1,3
1/19/2023,1,4
1/19/2023,1,0
1/19/2023,2,3
1/19/2023,1,3
1/19/2023,2,4
1/19/2023,2,3
1/19/2023,1,2
1/19/2023,1,18
1/19/2023,2,3
1/19/2023,2,0
1/19/2023,1,2
1/19/2023,1,3
1/19/2023,1,3
1/19/2023,1,3
1/19/2023,1,3
1/19/2023,1,2
1/19/2023,1,3
1/19/2023,1,3
1/19/2023,1,4
1/19/2023,1,4
1/19/2023,1,2
1/19/2023,1,3
1/19/2023,2,3
1/19/2023,1,2
1/19/2023,1,2
1/19/2023,1,3
1/19/2023,2,3
1/19/2023,1,2
1/19/2023,1,3
1/19/2023,2,2
1/19/2023,1,3
1/19/2023,1,8
1/19/2023,2,2
1/19/2023,2,3
1/19/2023,1,3
1/19/2023,1,2
1/19/2023,2,3
1/19/2023,1,0
1/19/2023,1,4
1/19/2023,1,3
1/19/2023,1,4
1/19/2023,2,0
1/19/2023,1,3
1/19/2023,2,3
1/19/2023,1,3
1/19/2023,2,3
1/19/2023,1,3
1/19/2023,2,2
1/19/2023,2,2
1/19/2023,1,3
1/19/2023,2,2
1/19/2023,1,2
1/19/2023,1,3
1/19/2023,2,4
1/19/2023,1,0
1/19/2023,1,3
1/19/2023,1,4
1/19/2023,2,4
1/19/2023,2,4
1/19/2023,1,3
1/19/2023,2,2
1/19/2023,1,3
1/19/2023,2,2
1/19/2023,1,4
1/19/2023,1,14
1/19/2023,2,3
1/19/2023,2,3
1/19/2023,1,3
1/19/2023,1,3
1/19/2023,1,2
1/19/2023,1,3
1/19/2023,1,3
1/19/2023,2,2
1/19/2023,2,3
1/19/2023,2,2
1/19/2023,1,2
1/19/2023,1,2
1/19/2023,1,4
1/19/2023,2,0
1/19/2023,1,3
1/19/2023,1,3
1/19/2023,1,3
1/19/2023,1,3
1/19/2023,2,2
1/19/2023,2,3
1/19/2023,2,2
1/19/2023,2,3
1/19/2023,1,3
1/19/2023,2,2
1/19/2023,1,3
1/19/2023,1,2
1/19/2023,1,3
1/19/2023,1,2
1/19/2023,2,3
1/19/2023,1,3
1/19/2023,2,3
1/19/2023,1,2
1/19/2023,1,3
1/19/2023,1,2
1/19/2023,1,3
1/19/2023,2,0
1/19/2023,1,10
1/19/2023,2,2
1/19/2023,2,3
1/19/2023,1,3
1/19/2023,2,2
1/19/2023,2,3
1/19/2023,1,0
1/19/2023,1,3
1/19/2023,1,2
1/19/2023,1,3
1/19/2023,1,4
1/19/2023,1,2
1/19/2023,2,4
1/19/2023,1,2
1/19/2023,1,2
1/19/2023,2,3
1/19/2023,1,2
1/19/2023,1,2
1/19/2023,1,3
1/19/2023,2,3
1/19/2023,1,22
1/19/2023,2,3
1/19/2023,1,3
1/19/2023,1,3
1/19/2023,1,0
1/19/2023,1,3
1/19/2023,2,3
1/19/2023,1,3
1/19/2023,1,4
1/19/2023,2,0
1/19/2023,2,2
1/19/2023,1,9
1/19/2023,2,2
1/19/2023,2,4
1/19/2023,1,0
1/19/2023,1,3
1/19/2023,2,2
1/19/2023,1,3
1/19/2023,1,2
1/19/2023,1,3
1/19/2023,2,3
1/19/2023,2,0
1/19/2023,1,7
1/19/2023,2,4
1/19/2023,1,0
1/19/2023,1,3
1/19/2023,1,2
1/19/2023,1,3
1/19/2023,1,4
1/19/2023,1,0
1/19/2023,1,2
1/19/2023,1,3
1/19/2023,1,3
1/19/2023,1,2
1/19/2023,2,2
1/19/2023,2,2
1/19/2023,2,4
1/19/2023,2,2
1/19/2023,1,3
1/19/2023,1,2
1/19/2023,2,3
1/19/2023,1,2
1/19/2023,1,3
1/19/2023,1,3
1/19/2023,1,3
1/19/2023,1,4
1/19/2023,2,2
1/19/2023,1,2
1/19/2023,2,2
1/19/2023,2,3
1/19/2023,1,21
1/19/2023,2,2
1/19/2023,1,2
1/19/2023,2,3
1/19/2023,2,2
1/19/2023,2,3
1/19/2023,2,2
1/19/2023,2,2
1/19/2023,1,3
1/19/2023,2,2
1/19/2023,1,3
1/19/2023,1,3
1/19/2023,1,28
1/19/2023,1,2
1/19/2023,1,3
1/19/2023,2,4
1/19/2023,1,0
1/19/2023,1,3
1/19/2023,2,2
1/19/2023,2,2
1/19/2023,1,3
1/19/2023,1,3
1/19/2023,1,3
1/19/2023,1,3
1/19/2023,1,3
1/19/2023,2,3
1/19/2023,1,3
1/19/2023,2,0
1/19/2023,1,3
1/19/2023,2,4
1/19/2023,1,3
1/19/2023,2,2
1/19/2023,2,2
1/19/2023,2,3
1/19/2023,1,3
1/19/2023,2,3
1/19/2023,1,2
1/19/2023,1,3
1/19/2023,1,2
1/19/2023,2,2
1/19/2023,2,3
1/19/2023,1,3
1/19/2023,1,2
1/19/2023,2,2
1/19/2023,1,2
1/19/2023,2,3
1/19/2023,1,2
1/19/2023,1,8
1/19/2023,1,4
1/19/2023,1,0
1/19/2023,2,3
1/19/2023,2,3
1/19/2023,1,2
1/19/2023,1,4
1/19/2023,1,3
1/19/2023,1,3
1/19/2023,2,4
1/19/2023,1,0
1/19/2023,1,4
1/19/2023,1,0
1/19/2023,2,3
1/19/2023,2,3
1/19/2023,2,2
1/19/2023,1,3
1/19/2023,1,3
1/19/2023,1,3
1/19/2023,2,2
1/19/2023,2,3
1/19/2023,1,3
1/19/2023,2,3
1/19/2023,1,2
1/19/2023,1,3
1/19/2023,2,2
1/19/2023,2,3
1/19/2023,1,3
1/19/2023,1,3
1/19/2023,2,2
1/19/2023,2,3
1/19/2023,1,3
1/19/2023,1,12
1/19/2023,1,2
1/19/2023,2,3
1/19/2023,2,2
1/19/2023,1,4
1/19/2023,1,2
1/19/2023,1,3
1/19/2023,2,3
1/19/2023,1,2
1/19/2023,1,2
1/19/2023,1,2
1/19/2023,2,3
1/19/2023,1,3
1/19/2023,1,3
1/19/2023,1,4
1/19/2023,2,3
1/19/2023,2,3
1/19/2023,1,2
1/19/2023,1,3
1/19/2023,1,3
1/19/2023,1,0
1/19/2023,1,3
1/19/2023,2,0
1/19/2023,2,3
1/19/2023,2,3
1/19/2023,1,2
1/19/2023,2,2
1/19/2023,2,4
1/19/2023,1,2
1/19/2023,1,3
1/19/2023,1,3
1/19/2023,2,3
1/19/2023,1,3
1/19/2023,1,2
1/19/2023,1,3
1/19/2023,1,3
1/19/2023,2,3
1/19/2023,1,3
1/19/2023,1,2
1/19/2023,1,3
1/19/2023,2,2
1/19/2023,1,3
1/19/2023,1,3
1/19/2023,1,2
1/19/2023,1,3
1/19/2023,1,3
1/19/2023,1,0
1/19/2023,1,3
1/19/2023,1,0
1/19/2023,1,2
1/19/2023,1,4
1/19/2023,1,3
1/19/2023,1,18
1/19/2023,2,3
1/19/2023,1,3
1/19/2023,1,20
1/19/2023,2,3
1/19/2023,2,2
1/19/2023,1,3
1/19/2023,1,2
1/19/2023,1,2
1/19/2023,2,4
1/19/2023,2,4
1/19/2023,2,0
1/19/2023,1,2
1/19/2023,1,3
1/19/2023,1,3
1/19/2023,2,2
1/19/2023,2,3
1/19/2023,2,3
1/19/2023,2,3
1/19/2023,1,10
1/19/2023,1,3
1/19/2023,1,2
1/19/2023,2,2
1/19/2023,2,3
1/19/2023,2,3
1/19/2023,1,0
1/19/2023,2,2
1/19/2023,1,2
1/19/2023,1,3
1/19/2023,2,3
1/19/2023,1,12
1/19/2023,1,2
1/19/2023,2,4
1/19/2023,2,4
1/19/2023,1,0
1/19/2023,2,2
1/19/2023,2,4
1/19/2023,1,3
1/19/2023,2,4
1/19/2023,1,3
1/19/2023,2,0
1/19/2023,1,3
1/19/2023,2,2
1/19/2023,2,3
1/19/2023,1,3
1/19/2023,1,3
1/19/2023,2,0
1/19/2023,1,3
1/19/2023,2,4
1/19/2023,2,0
1/19/2023,1,2
1/19/2023,1,3
1/19/2023,1,3
1/19/2023,2,3
1/19/2023,1,22
1/19/2023,1,4
1/19/2023,1,3
1/19/2023,1,3
1/19/2023,2,3
1/19/2023,2,3
1/19/2023,2,2
1/19/2023,2,3
1/19/2023,2,2
1/19/2023,1,3
1/19/2023,1,4
1/19/2023,1,2
1/19/2023,1,3
1/19/2023,1,3
1/19/2023,1,2
1/19/2023,1,4
1/19/2023,2,0
1/19/2023,2,2
1/19/2023,2,3
1/19/2023,1,3
1/19/2023,1,3
1/19/2023,2,3
1/19/2023,1,2
1/19/2023,1,3
1/19/2023,1,45
1/19/2023,1,3
1/19/2023,1,0
1/19/2023,1,2
1/19/2023,1,3
1/19/2023,1,3
1/19/2023,1,3
1/19/2023,1,2
1/19/2023,1,3
1/19/2023,1,2
1/19/2023,2,4
1/19/2023,1,3
1/19/2023,1,3
1/19/2023,2,3
1/19/2023,2,3
1/19/2023,1,3
1/19/2023,2,2
1/19/2023,1,4
1/19/2023,1,3
1/19/2023,1,0
1/19/2023,1,4
1/19/2023,2,3
1/19/2023,1,4
1/19/2023,1,3
1/19/2023,1,2
1/19/2023,1,2
1/19/2023,1,3
1/19/2023,2,2
1/19/2023,2,3
1/19/2023,1,3
1/19/2023,2,3
1/19/2023,2,3
1/19/2023,2,2
1/20/2023,1,3
1/20/2023,1,3
1/20/2023,2,2
1/20/2023,1,2
1/20/2023,1,3
1/20/2023,1,3
1/20/2023,2,0
1/20/2023,2,3
1/20/2023,2,3
1/20/2023,2,2
1/20/2023,1,3
1/20/2023,1,3
1/20/2023,2,3
1/20/2023,1,3
1/20/2023,2,3
1/20/2023,1,2
1/20/2023,1,3
1/20/2023,1,2
1/20/2023,1,2
1/20/2023,1,2
1/20/2023,2,3
1/20/2023,3,2
1/20/2023,1,3
1/20/2023,2,0
1/20/2023,1,3
1/20/2023,3,2
1/20/2023,2,3
1/20/2023,1,3
1/20/2023,1,2
1/20/2023,1,3
1/20/2023,1,3
1/20/2023,1,3
1/20/2023,1,2
1/20/2023,1,4
1/20/2023,3,2
1/20/2023,2,3
1/20/2023,3,3
1/20/2023,1,2
1/20/2023,1,4
1/20/2023,1,3
1/20/2023,1,8
1/20/2023,1,3
1/20/2023,1,8
1/20/2023,1,2
1/20/2023,1,4
1/20/2023,1,3
1/20/2023,1,3
1/20/2023,1,2
1/20/2023,1,2
1/20/2023,1,2
1/20/2023,1,4
1/20/2023,1,2
1/20/2023,1,4
1/20/2023,1,4
1/20/2023,1,2
1/20/2023,1,4
1/20/2023,2,0
1/20/2023,1,3
1/20/2023,1,7
1/20/2023,1,2
1/20/2023,1,3
1/20/2023,2,3
1/20/2023,2,0
